Customer ID,last_date,recency,frequency,average_invoice_value,rec_rank,rank_freq,rank_monet,rece_tile,freq_tile,mone_tile,category
13447,2011-11-16,23,3,376.38,1216,3679,1468,1,2,1,1_2_1
13756,2011-12-07,2,23,376.34565217391304,154,3673,1469,1,2,1,1_2_1
14531,2010-08-17,479,1,376.34,4653,3654,1470,2,2,1,2_2_1
13730,2011-07-27,135,2,376.29999999999995,2906,3646,1471,2,2,1,2_2_1
13030,2011-11-28,11,2,376.22,705,3631,1472,1,2,1,1_2_1
14030,2011-11-21,18,20,376.09,1015,3618,1473,1,2,1,1_2_1
15152,2011-11-30,9,14,375.98785714285714,584,3608,1474,1,2,1,1_2_1
16549,2011-11-29,10,34,375.93529411764706,643,3604,1475,1,2,1,1_2_1
13688,2010-03-14,635,1,375.5,5114,3587,1476,2,2,1,2_2_1
14294,2010-10-28,407,1,375.34,4241,3563,1477,2,2,1,2_2_1
17414,2011-10-27,43,6,374.92,1809,3561,1478,1,2,1,1_2_1
15810,2011-09-22,78,8,374.88,2476,3543,1479,1,2,1,1_2_1
14432,2011-11-30,9,6,374.75,585,3515,1480,1,2,1,1_2_1
17213,2011-10-30,40,13,374.5692307692308,1756,3489,1481,1,2,1,1_2_1
16972,2010-11-22,382,2,374.5,4021,3446,1482,2,2,1,2_2_1
17449,2011-12-07,2,13,374.4730769230769,155,3444,1483,1,2,1,1_2_1
17568,2010-03-16,633,1,374.45,5109,3436,1484,2,2,1,2_2_1
16714,2011-05-05,218,4,374.3325,3339,3431,1485,2,2,1,2_2_1
13108,2010-12-02,372,2,374.23,3890,3427,1486,2,2,1,2_2_1
17492,2011-04-05,248,3,374.14,3474,3413,1487,2,2,1,2_2_1
13486,2011-09-22,78,3,374.13666666666666,2477,3380,1488,1,2,1,1_2_1
14543,2011-11-11,28,39,374.0479487179487,1393,3375,1489,1,2,1,1_2_1
13351,2011-10-04,66,1,373.94,2284,3267,1490,1,2,1,1_2_1
15532,2011-11-14,25,10,373.885,1315,3207,1491,1,2,1,1_2_1
17387,2011-11-20,19,2,373.405,1060,3178,1492,1,2,1,1_2_1
14050,2011-11-08,31,2,373.18,1521,3170,1493,1,2,1,1_2_1
15785,2011-11-07,32,16,373.120625,1557,3154,1494,1,2,1,1_2_1
16465,2010-10-15,420,2,373.12,4343,3090,1495,2,2,1,2_2_1
17032,2010-06-10,547,8,373.04,4850,3072,1496,2,2,1,2_2_1
15337,2010-10-24,411,1,373.02,4280,3060,1497,2,2,1,2_2_1
13197,2010-04-09,609,1,373.01000000000005,5036,3050,1498,2,2,1,2_2_1
17423,2011-10-24,46,3,372.98333333333335,1887,3047,1499,1,2,1,1_2_1
14408,2011-11-29,10,11,372.93363636363637,644,3033,1500,1,2,1,1_2_1
13418,2011-11-28,11,31,372.8922580645161,706,3032,1501,1,2,1,1_2_1
16278,2011-08-31,100,3,372.61333333333334,2693,3018,1502,2,2,1,2_2_1
13236,2011-11-15,24,2,372.425,1264,3013,1503,1,2,1,1_2_1
16722,2011-11-22,17,22,372.25272727272727,954,3012,1504,1,2,1,1_2_1
16477,2011-10-07,63,11,372.2154545454546,2206,3006,1505,1,2,1,1_2_1
12839,2011-12-07,2,26,371.8892307692308,156,2949,1506,1,2,1,1_2_1
16570,2011-11-24,15,20,371.7155,842,2922,1507,1,2,1,1_2_1
15240,2011-10-26,44,12,371.665,1831,2917,1508,1,2,1,1_2_1
17038,2011-11-09,30,2,371.585,1480,2896,1509,1,2,1,1_2_1
15472,2011-08-18,113,1,371.56,2771,2892,1510,2,2,1,2_2_1
15288,2011-10-27,43,10,371.538,1810,2876,1511,1,2,1,1_2_1
18162,2009-12-07,732,1,371.51,5318,2865,1512,2,2,1,2_2_1
13426,2011-12-09,0,22,371.24454545454546,15,2843,1513,1,2,1,1_2_1
14950,2011-11-20,19,1,371.2,1061,2808,1514,1,2,1,1_2_1
15975,2011-09-16,84,1,371.01,2543,2804,1515,1,2,1,1_2_1
18275,2010-05-10,578,2,370.925,4941,2790,1516,2,2,1,2_2_1
15063,2011-05-10,213,1,370.79999999999995,3313,2756,1517,2,2,1,2_2_1
13721,2011-11-03,36,2,370.77,1649,2745,1518,1,2,1,1_2_1
13969,2011-12-02,7,35,370.67028571428574,447,2732,1519,1,2,1,1_2_1
15765,2010-02-11,666,1,370.63,5192,2721,1520,2,2,1,2_2_1
14229,2011-10-19,51,7,370.57714285714286,1980,2702,1521,1,2,1,1_2_1
13668,2011-12-07,2,35,369.95657142857146,157,2691,1522,1,2,1,1_2_1
17437,2010-06-28,529,1,369.68,4794,2648,1523,2,1,1,2_1_1
15720,2011-11-15,24,2,369.61,1265,2610,1524,1,1,1,1_1_1
17682,2011-11-29,10,11,369.5709090909091,645,2602,1525,1,1,1,1_1_1
15922,2010-12-01,373,1,369.5,3907,2600,1526,2,1,1,2_1_1
16758,2011-10-05,65,1,369.34,2256,2597,1527,1,1,1,1_1_1
14888,2011-05-16,207,1,369.2,3286,2580,1528,2,1,1,2_1_1
15933,2011-11-18,21,3,369.1533333333333,1116,2577,1529,1,1,1,1_1_1
14375,2011-06-07,185,3,368.94,3167,2571,1530,2,1,1,2_1_1
13455,2011-11-15,24,6,368.8316666666667,1266,2524,1531,1,1,1,1_1_1
13320,2011-09-22,78,6,368.6,2478,2501,1532,1,1,1,1_1_1
16075,2010-07-25,502,2,368.46500000000003,4723,2493,1533,2,1,1,2_1_1
15477,2010-02-28,649,1,368.4,5149,2485,1534,2,1,1,2_1_1
14135,2011-12-08,1,24,368.31958333333336,55,2482,1535,1,1,1,1_1_1
13168,2011-11-03,36,5,368.146,1650,2456,1536,1,1,1,1_1_1
15045,2011-07-11,151,2,367.83,2979,2450,1537,2,1,1,2_1_1
13319,2011-12-04,5,58,367.641724137931,390,2412,1538,1,1,1,1_1_1
15955,2011-11-15,24,22,367.54454545454547,1267,2409,1539,1,1,1,1_1_1
14706,2010-03-31,618,1,367.54,5057,2396,1540,2,1,1,2_1_1
17095,2011-11-17,22,7,367.4642857142857,1166,2378,1541,1,1,1,1_1_1
17002,2011-09-15,85,7,367.3642857142857,2558,2374,1542,1,1,1,1_1_1
14018,2010-03-04,645,1,367.15000000000003,5135,2364,1543,2,1,1,2_1_1
14009,2011-05-25,198,3,366.63666666666666,3240,2363,1544,2,1,1,2_1_1
13500,2011-11-16,23,4,366.575,1217,2347,1545,1,1,1,1_1_1
14244,2010-02-17,660,1,366.41999999999996,5176,2344,1546,2,1,1,2_1_1
12899,2010-10-22,413,1,366.4,4289,2325,1547,2,1,1,2_1_1
17911,2011-11-30,9,1,366.23,586,2262,1548,1,1,1,1_1_1
14971,2011-11-04,35,3,365.99333333333334,1620,2244,1549,1,1,1,1_1_1
13831,2011-11-23,16,18,365.8633333333333,901,2243,1550,1,1,1,1_1_1
14778,2011-08-04,127,2,365.43,2848,2236,1551,2,1,1,2_1_1
16825,2011-11-01,38,5,365.378,1707,2225,1552,1,1,1,1_1_1
15443,2011-12-08,1,14,365.3021428571429,56,2198,1553,1,1,1,1_1_1
17244,2011-10-17,53,5,365.20799999999997,2030,2182,1554,1,1,1,1_1_1
15029,2010-03-30,619,1,365.1,5061,2136,1555,2,1,1,2_1_1
14640,2011-11-15,24,10,364.936,1268,2132,1556,1,1,1,1_1_1
17642,2011-08-12,119,5,364.898,2808,2123,1557,2,1,1,2_1_1
14886,2011-04-01,252,1,364.8,3482,2121,1558,2,1,1,2_1_1
15343,2011-09-13,87,1,364.5,2579,2092,1559,1,1,1,1_1_1
15915,2010-11-03,401,1,364.45,4199,2077,1560,2,1,1,2_1_1
18196,2011-09-05,95,4,364.2975,2658,2048,1561,1,1,1,1_1_1
14528,2011-11-02,37,1,364.21999999999997,1686,2038,1562,1,1,1,1_1_1
14597,2011-11-28,11,6,364.105,707,1981,1563,1,1,1,1_1_1
15861,2011-11-27,12,12,364.09999999999997,755,1960,1564,1,1,1,1_1_1
17547,2010-11-29,375,2,363.925,3937,1953,1565,2,1,1,2_1_1
15071,2011-09-07,93,4,363.89,2637,1915,1566,1,1,1,1_1_1
17618,2011-12-04,5,11,363.78545454545457,391,1903,1567,1,1,1,1_1_1
17774,2011-09-04,96,9,363.75888888888886,2666,1847,1568,1,1,1,1_1_1
16509,2011-02-16,296,1,363.7,3677,1834,1569,2,1,1,2_1_1
17307,2010-11-09,395,11,363.62636363636364,4142,1832,1570,2,1,1,2_1_1
16211,2011-09-12,88,3,363.53,2594,1819,1571,1,1,1,1_1_1
15807,2011-10-20,50,5,363.504,1944,1797,1572,1,1,1,1_1_1
17465,2010-10-10,425,7,363.2557142857143,4392,1791,1573,2,1,1,2_1_1
16455,2011-10-07,63,11,363.2336363636364,2207,1779,1574,1,1,1,1_1_1
15254,2011-08-04,127,3,362.78333333333336,2849,1741,1575,2,1,1,2_1_1
18229,2011-11-28,11,28,362.5182142857143,708,1711,1576,1,1,1,1_1_1
17463,2011-11-23,16,7,362.18,902,1665,1577,1,1,1,1_1_1
16052,2011-10-16,54,1,362.06,2056,1625,1578,1,1,1,1_1_1
12745,2010-08-10,486,2,361.925,4671,1605,1579,2,1,1,2_1_1
12856,2011-12-02,7,6,361.7966666666667,448,1580,1580,1,1,1,1_1_1
15530,2011-11-18,21,5,361.736,1117,1563,1581,1,1,1,1_1_1
13844,2011-11-28,11,1,361.62,709,1532,1582,1,1,1,1_1_1
17073,2011-11-22,17,4,361.52250000000004,955,1531,1583,1,1,1,1_1_1
15133,2011-08-04,127,5,361.38,2850,1480,1584,2,1,1,2_1_1
15368,2011-11-18,21,2,361.37,1118,1478,1585,1,1,1,1_1_1
16305,2011-07-24,138,1,361.21999999999997,2921,1462,1586,2,1,1,2_1_1
12823,2011-09-26,74,18,361.19444444444446,2415,1448,1587,1,1,1,1_1_1
14215,2011-11-28,11,9,361.1477777777778,710,1433,1588,1,1,1,1_1_1
15636,2011-09-11,89,4,361.145,2608,1420,1589,1,1,1,1_1_1
16533,2011-11-20,19,3,360.93666666666667,1062,1417,1590,1,1,1,1_1_1
17175,2011-10-26,44,4,360.9225,1832,1404,1591,1,1,1,1_1_1
13274,2010-10-26,409,1,360.85,4256,1401,1593,2,1,1,2_1_1
18091,2010-04-25,593,1,360.85,4992,1374,1592,2,1,1,2_1_1
17012,2009-12-14,725,1,360.61,5289,1366,1594,2,1,1,2_1_1
16612,2011-11-07,32,9,360.60333333333335,1558,1326,1595,1,1,1,1_1_1
13441,2011-09-09,91,2,360.45,2615,1309,1596,1,1,1,1_1_1
16797,2010-11-11,393,5,360.404,4118,1281,1597,2,1,1,2_1_1
14561,2011-09-25,75,3,360.25333333333333,2436,1280,1598,1,1,1,1_1_1
18208,2010-05-23,565,1,360.08,4909,1266,1599,2,1,1,2_1_1
16249,2011-10-18,52,5,360.014,2007,1259,1600,1,1,1,1_1_1
13298,2011-12-08,1,1,360,57,1237,1601,1,1,1,1_1_1
14334,2011-11-23,16,12,359.87333333333333,903,1210,1602,1,1,1,1_1_1
17719,2011-11-02,37,15,359.736,1687,1204,1603,1,1,1,1_1_1
13181,2010-11-23,381,1,359.69,4003,1193,1604,2,1,1,2_1_1
14407,2011-08-24,107,6,359.62166666666667,2735,1152,1605,2,1,1,2_1_1
15625,2011-08-28,103,9,359.59999999999997,2701,1122,1606,2,1,1,2_1_1
14919,2010-06-18,539,1,359.35,4816,1063,1607,2,1,1,2_1_1
16642,2011-12-05,4,3,359.15000000000003,317,1057,1608,1,1,1,1_1_1
13278,2011-10-30,40,4,358.9625,1757,1040,1609,1,1,1,1_1_1
13537,2010-10-10,425,2,358.925,4393,1033,1610,2,1,1,2_1_1
14482,2011-11-21,18,12,358.8933333333333,1016,925,1611,1,1,1,1_1_1
15120,2011-07-29,133,1,358.82,2888,922,1612,2,1,1,2_1_1
12928,2011-11-04,35,12,358.74083333333334,1621,912,1613,1,1,1,1_1_1
14708,2011-12-07,2,5,358.644,158,907,1614,1,1,1,1_1_1
16526,2011-06-21,171,2,358.605,3089,894,1615,2,1,1,2_1_1
17948,2011-07-15,147,1,358.56000000000006,2958,890,1616,2,1,1,2_1_1
15750,2011-12-07,2,18,358.4995,159,850,1617,1,1,1,1_1_1
15569,2011-08-28,103,10,358.345,2702,849,1618,2,1,1,2_1_1
17941,2011-08-01,130,4,358.32,2876,843,1619,2,1,1,2_1_1
14849,2011-11-18,21,43,358.316511627907,1119,820,1620,1,1,1,1_1_1
15274,2011-12-05,4,2,358.285,318,801,1621,1,1,1,1_1_1
16145,2011-12-01,8,19,358.18105263157895,514,778,1622,1,1,1,1_1_1
17101,2011-11-29,10,7,358.15000000000003,646,766,1623,1,1,1,1_1_1
17748,2010-06-30,527,1,358.15,4787,737,1624,2,1,1,2_1_1
16520,2011-06-06,186,6,358.06333333333333,3180,701,1625,2,1,1,2_1_1
13228,2011-09-19,81,1,358,2519,698,1626,1,1,1,1_1_1
13475,2011-06-01,191,4,357.945,3204,688,1627,2,1,1,2_1_1
16062,2011-11-30,9,8,357.93125000000003,587,680,1628,1,1,1,1_1_1
14040,2011-10-30,40,35,357.82314285714284,1758,677,1629,1,1,1,1_1_1
15595,2010-08-09,487,1,357.6,4676,669,1630,2,1,1,2_1_1
15330,2011-11-07,32,2,357.48,1559,666,1631,1,1,1,1_1_1
13159,2011-12-01,8,4,357.3375,515,614,1632,1,1,1,1_1_1
15238,2011-11-10,29,3,357.33,1430,594,1633,1,1,1,1_1_1
13521,2011-12-08,1,3,357.24333333333334,58,584,1634,1,1,1,1_1_1
16971,2011-11-01,38,1,357.21,1708,580,1635,1,1,1,1_1_1
15608,2011-11-11,28,5,357.19599999999997,1394,544,1636,1,1,1,1_1_1
14465,2011-04-07,246,11,356.8954545454545,3460,505,1637,2,1,1,2_1_1
15128,2011-10-10,60,5,356.736,2160,496,1638,1,1,1,1_1_1
13993,2011-10-28,42,19,356.6163157894737,1791,475,1639,1,1,1,1_1_1
14026,2010-08-26,470,2,356.555,4616,458,1640,2,1,1,2_1_1
17651,2011-11-28,11,16,356.47,711,442,1641,1,1,1,1_1_1
16386,2011-11-11,28,3,356.05333333333334,1395,412,1642,1,1,1,1_1_1
16008,2011-11-16,23,15,355.942,1218,370,1643,1,1,1,1_1_1
15436,2011-11-27,12,3,355.9166666666667,756,340,1644,1,1,1,1_1_1
15626,2011-09-26,74,3,355.84000000000003,2416,339,1645,1,1,1,1_1_1
15127,2011-10-05,65,2,355.75,2257,306,1646,1,1,1,1_1_1
16463,2011-11-18,21,4,355.6,1120,300,1647,1,1,1,1_1_1
17147,2011-11-17,22,9,355.55,1167,279,1648,1,1,1,1_1_1
12996,2010-11-29,375,1,355.5,3938,257,1649,2,1,1,2_1_1
14709,2011-11-24,15,25,355.45320000000004,843,241,1650,1,1,1,1_1_1
16920,2010-10-24,411,1,355.45,4281,198,1651,2,1,1,2_1_1
15799,2011-09-25,75,4,355.335,2437,177,1652,1,1,1,1_1_1
12853,2011-07-28,134,11,355.22727272727275,2897,98,1653,2,1,1,2_1_1
16554,2011-10-28,42,8,355.215,1792,71,1654,1,1,1,1_1_1
12908,2011-06-16,176,5,355.2,3119,57,1655,2,1,1,2_1_1
15514,2011-11-27,12,18,355.1144444444445,757,5317,1656,1,2,1,1_2_1
15639,2011-07-28,134,3,355.02666666666664,2898,5187,1657,2,2,1,2_2_1
14268,2010-08-26,470,1,354.85,4617,5133,1658,2,2,1,2_2_1
15801,2011-10-24,46,3,354.65,1888,5130,1659,1,2,1,1_2_1
17856,2011-12-08,1,4,354.5075,59,5122,1660,1,2,1,1_2_1
14056,2011-12-08,1,23,354.46565217391304,60,5098,1661,1,2,1,1_2_1
15594,2011-11-24,15,5,354.356,844,5086,1662,1,2,1,1_2_1
16950,2011-10-14,56,10,354.177,2071,4994,1663,1,2,1,1_2_1
13927,2011-09-26,74,2,354.13,2417,4990,1664,1,2,1,1_2_1
16807,2011-07-20,142,6,353.98,2940,4984,1665,2,2,1,2_2_1
14398,2010-11-03,401,2,353.895,4200,4983,1666,2,2,1,2_2_1
15972,2010-09-09,456,5,353.866,4563,4934,1667,2,2,1,2_2_1
16449,2011-05-26,197,2,353.845,3233,4928,1668,2,2,1,2_2_1
13626,2011-04-01,252,2,353.52,3483,4918,1669,2,2,1,2_2_1
18003,2010-11-28,376,1,353.51,3947,4914,1670,2,2,1,2_2_1
13210,2011-09-07,93,1,353.48,2638,4902,1671,1,2,1,1_2_1
13343,2011-06-15,177,1,353.43,3130,4882,1672,2,2,1,2_2_1
17188,2011-11-28,11,13,353.3023076923077,712,4822,1673,1,2,1,1_2_1
16309,2011-08-25,106,2,353.28499999999997,2719,4783,1674,2,2,1,2_2_1
14804,2011-12-01,8,1,353.27,516,4765,1675,1,2,1,1_2_1
16700,2011-12-01,8,25,353.2308,517,4745,1676,1,2,1,1_2_1
17496,2010-12-16,358,4,353.2225,3826,4731,1677,2,2,1,2_2_1
17421,2010-11-18,386,3,353.13666666666666,4057,4716,1678,2,2,1,2_2_1
18130,2011-11-24,15,3,353.13,845,4713,1679,1,2,1,1_2_1
15237,2011-12-08,1,4,353.08,61,4710,1680,1,2,1,1_2_1
12890,2011-11-15,24,2,353.01,1269,4707,1681,1,2,1,1_2_1
16848,2011-10-18,52,4,352.90500000000003,2008,4614,1682,1,2,1,1_2_1
13446,2010-10-05,430,11,352.8990909090909,4429,4613,1683,2,2,1,2_2_1
16364,2011-11-28,11,2,352.895,713,4581,1684,1,2,1,1_2_1
13765,2010-02-24,653,1,352.821,5156,4577,1685,2,2,1,2_2_1
16857,2010-09-23,442,1,352.8,4514,4540,1686,2,2,1,2_2_1
15755,2011-11-29,10,17,352.5364705882353,647,4408,1687,1,2,1,1_2_1
17164,2011-11-07,32,7,352.47857142857146,1560,4405,1688,1,2,1,1_2_1
13049,2011-10-06,64,4,352.06,2231,4379,1689,1,2,1,1_2_1
13590,2011-11-28,11,18,352.0022222222222,714,4374,1690,1,2,1,1_2_1
16274,2010-12-01,373,1,351.75,3908,4345,1691,2,2,1,2_2_1
15645,2011-11-21,18,3,351.72333333333336,1017,4336,1692,1,2,1,1_2_1
15103,2011-11-08,31,2,351.68,1522,4315,1693,1,2,1,1_2_1
16595,2011-10-09,61,5,351.55,2185,4298,1694,1,2,1,1_2_1
16192,2009-12-04,735,1,351.3,5333,4287,1695,2,2,1,2_2_1
13804,2011-11-09,30,9,351.23555555555555,1481,4266,1696,1,2,1,1_2_1
13047,2011-11-08,31,24,351.18875,1523,4254,1697,1,2,1,1_2_1
13923,2011-10-17,53,1,351.13,2031,4249,1698,1,2,1,1_2_1
14252,2010-11-23,381,1,350.99,4004,4234,1699,2,2,1,2_2_1
13332,2011-11-25,14,1,350.9,797,4224,1700,1,2,1,1_2_1
13281,2010-09-26,439,1,350.85,4509,4206,1701,2,2,1,2_2_1
14324,2010-10-26,409,2,350.805,4257,4200,1702,2,2,1,2_2_1
14179,2011-10-30,40,2,350.785,1759,4196,1703,1,2,1,1_2_1
15260,2011-08-31,100,25,350.7092,2694,4194,1704,2,2,1,2_2_1
14356,2011-09-21,79,2,350.615,2494,4174,1705,1,2,1,1_2_1
15365,2011-11-14,25,13,350.54846153846154,1316,4124,1706,1,2,1,1_2_1
16476,2010-10-04,431,1,350.35,4444,4122,1707,2,2,1,2_2_1
13833,2011-07-03,159,2,350.20500000000004,3028,4104,1708,2,2,1,2_2_1
13213,2011-10-14,56,11,350.1381818181818,2072,4071,1709,1,2,1,1_2_1
16558,2011-12-09,0,38,350.10815789473685,16,4052,1710,1,2,1,1_2_1
12975,2010-09-29,436,6,350.015,4484,4039,1711,2,2,1,2_2_1
17934,2011-10-19,51,3,349.7166666666667,1981,4036,1712,1,2,1,1_2_1
13670,2011-09-25,75,1,349.7,2438,4027,1713,1,2,1,1_2_1
14532,2011-04-17,236,11,349.61636363636364,3406,4013,1714,2,2,1,2_2_1
13887,2011-05-19,204,1,349.55,3269,3989,1715,2,2,1,2_2_1
13808,2011-12-04,5,5,349.53200000000004,392,3988,1716,1,2,1,1_2_1
17001,2011-12-09,0,19,349.5157894736842,17,3981,1717,1,2,1,1_2_1
15839,2011-11-06,33,3,349.49666666666667,1591,3970,1718,1,2,1,1_2_1
15570,2011-12-02,7,25,349.4596,449,3955,1719,1,2,1,1_2_1
13082,2011-08-05,126,21,349.32142857142856,2842,3952,1720,2,2,1,2_2_1
18250,2011-02-02,310,1,349.27,3723,3938,1721,2,2,1,2_2_1
14545,2010-02-03,674,1,349.25,5215,3919,1722,2,2,1,2_2_1
17695,2011-07-31,131,5,349.208,2882,3914,1723,2,2,1,2_2_1
15091,2011-10-03,67,3,348.87,2307,3911,1724,1,2,1,1_2_1
13790,2011-12-05,4,1,348.8,319,3892,1725,1,2,1,1_2_1
14868,2011-12-06,3,12,348.6675,242,3834,1726,1,2,1,1_2_1
15282,2010-05-18,570,1,348.59,4919,3822,1727,2,2,1,2_2_1
14497,2011-02-03,309,2,348.53,3719,3807,1728,2,2,1,2_2_1
13394,2011-12-08,1,19,348.5105263157895,62,3768,1729,1,2,1,1_2_1
17284,2011-10-10,60,8,348.5075,2161,3767,1730,1,2,1,1_2_1
15073,2011-11-30,9,8,348.5025,588,3765,1731,1,2,1,1_2_1
15700,2011-06-20,172,2,348.34,3096,3758,1732,2,2,1,2_2_1
13481,2011-10-25,45,11,348.2581818181818,1863,3750,1733,1,2,1,1_2_1
17690,2011-11-09,30,20,348.19,1482,3740,1734,1,2,1,1_2_1
16263,2010-10-12,423,1,348.16,4375,3737,1735,2,2,1,2_2_1
17873,2011-09-20,80,18,348.0738888888889,2506,3732,1736,1,2,1,1_2_1
16087,2010-11-15,389,5,347.984,4086,3701,1737,2,2,1,2_2_1
15085,2009-12-10,729,1,347.54,5303,3667,1738,2,2,1,2_2_1
14210,2011-08-26,105,16,347.28562500000004,2713,3661,1739,2,2,1,2_2_1
16903,2011-11-10,29,3,347.25,1431,3658,1740,1,2,1,1_2_1
16934,2011-10-16,54,6,347.19,2057,3656,1741,1,2,1,1_2_1
13062,2011-06-01,191,1,346.98,3205,3625,1742,2,2,1,2_2_1
12952,2011-12-04,5,4,346.9475,393,3606,1743,1,2,1,1_2_1
14907,2011-12-06,3,16,346.7325,243,3596,1744,1,2,1,1_2_1
16423,2011-11-15,24,1,346.12,1270,3578,1745,1,2,1,1_2_1
17733,2011-11-01,38,2,346.095,1709,3571,1746,1,2,1,1_2_1
15215,2011-10-24,46,7,346.06142857142856,1889,3567,1747,1,2,1,1_2_1
16128,2011-11-22,17,11,345.55,956,3556,1748,1,2,1,1_2_1
16389,2011-10-17,53,4,345.5175,2032,3546,1749,1,2,1,1_2_1
17596,2011-11-16,23,13,345.4969230769231,1219,3542,1750,1,2,1,1_2_1
15730,2011-10-05,65,5,345.31600000000003,2258,3541,1751,1,2,1,1_2_1
16040,2011-10-05,65,7,345.2714285714286,2259,3509,1752,1,2,1,1_2_1
14902,2011-11-14,25,3,345.2066666666667,1317,3507,1753,1,2,1,1_2_1
13774,2011-09-19,81,1,345,2520,3491,1754,1,2,1,1_2_1
16545,2011-06-28,164,2,344.90999999999997,3053,3486,1755,2,2,1,2_2_1
14633,2011-03-18,266,1,344.90000000000003,3558,3476,1756,2,2,1,2_2_1
17834,2010-10-21,414,2,344.83500000000004,4299,3457,1757,2,2,1,2_2_1
18199,2010-01-25,683,1,344.75,5239,3450,1758,2,2,1,2_2_1
13074,2010-07-16,511,4,344.685,4749,3435,1759,2,2,1,2_2_1
16374,2011-10-04,66,5,344.68,2285,3434,1760,1,2,1,1_2_1
16727,2010-12-10,364,4,344.4425,3850,3390,1761,2,2,1,2_2_1
16933,2011-12-08,1,9,344.3666666666667,63,3385,1762,1,2,1,1_2_1
17724,2011-09-29,71,3,344.3333333333333,2348,3346,1763,1,2,1,1_2_1
14248,2011-01-25,318,3,344.31666666666666,3754,3341,1764,2,2,1,2_2_1
12937,2011-11-24,15,9,344.1788888888889,846,3335,1765,1,2,1,1_2_1
17569,2011-01-11,332,1,344.14,3796,3327,1766,2,2,1,2_2_1
16208,2011-10-26,44,10,344.045,1833,3302,1767,1,2,1,1_2_1
14189,2011-12-07,2,16,343.946875,160,3296,1768,1,2,1,1_2_1
13875,2011-10-17,53,14,343.88357142857143,2033,3286,1769,1,2,1,1_2_1
15105,2011-11-21,18,9,343.87888888888887,1018,3272,1770,1,2,1,1_2_1
17405,2011-12-08,1,3,343.80333333333334,64,3258,1771,1,2,1,1_2_1
14309,2011-12-01,8,11,343.71,518,3246,1772,1,2,1,1_2_1
14291,2011-12-08,1,23,343.6565217391304,65,3228,1773,1,2,1,1_2_1
15047,2011-03-15,269,1,343.62,3580,3221,1774,2,2,1,2_2_1
15520,2011-12-08,1,1,343.5,66,3201,1775,1,2,1,1_2_1
15267,2011-11-17,22,5,343.472,1168,3196,1776,1,2,1,1_2_1
16170,2011-10-20,50,20,343.45,1945,3177,1777,1,2,1,1_2_1
14809,2010-03-28,621,2,343.38,5068,3175,1778,2,2,1,2_2_1
18258,2010-09-01,464,6,343.2783333333333,4599,3174,1779,2,2,1,2_2_1
13898,2011-01-18,325,2,343.20000000000005,3779,3146,1780,2,2,1,2_2_1
16729,2011-11-01,38,21,343.11095238095237,1710,3142,1781,1,2,1,1_2_1
12982,2011-04-11,242,8,343.10125,3439,3141,1782,2,2,1,2_2_1
15351,2011-11-27,12,10,343.022,758,3131,1783,1,2,1,1_2_1
15257,2011-03-01,283,2,342.95,3638,3100,1784,2,2,1,2_2_1
15219,2011-06-16,176,2,342.725,3120,3080,1785,2,2,1,2_2_1
13550,2010-11-21,383,1,342.55,4033,3078,1786,2,2,1,2_2_1
13050,2011-11-25,14,35,342.472,798,3058,1787,1,2,1,1_2_1
16227,2011-04-28,225,3,342.4066666666667,3366,3057,1788,2,2,1,2_2_1
17754,2011-12-09,0,13,342.40153846153845,18,3052,1789,1,2,1,1_2_1
14989,2010-02-16,661,1,342.4,5177,3035,1790,2,2,1,2_2_1
14188,2011-11-09,30,6,342.3933333333333,1483,3034,1791,1,2,1,1_2_1
15887,2010-10-29,406,3,342.3833333333333,4230,3003,1792,2,2,1,2_2_1
12747,2011-12-07,2,26,342.2492307692308,161,2994,1793,1,2,1,1_2_1
17749,2011-06-14,178,3,342.06,3135,2984,1794,2,2,1,2_2_1
14724,2010-04-28,590,1,341.9,4977,2979,1795,2,2,1,2_2_1
16826,2011-10-19,51,1,341.7,1982,2970,1796,1,2,1,1_2_1
17086,2011-12-02,7,6,341.68,450,2913,1797,1,2,1,1_2_1
13317,2011-10-04,66,19,341.3732105263158,2286,2905,1798,1,2,1,1_2_1
13347,2011-09-30,70,1,341.36,2332,2898,1799,1,2,1,1_2_1
15366,2011-09-25,75,7,341.29714285714283,2439,2883,1800,1,2,1,1_2_1
13987,2010-11-25,379,2,341.27,3974,2882,1801,2,2,1,2_2_1
14859,2011-11-27,12,5,341.128,759,2877,1802,1,2,1,1_2_1
16044,2010-09-30,435,1,340.84,4477,2847,1803,2,2,1,2_2_1
14852,2011-10-12,58,18,340.69055555555553,2112,2841,1804,1,2,1,1_2_1
15818,2010-04-30,588,1,340.5,4971,2836,1805,2,2,1,2_2_1
16190,2011-10-30,40,8,340.44375,1760,2802,1806,1,2,1,1_2_1
18271,2010-04-09,609,2,340.425,5037,2797,1807,2,2,1,2_2_1
17419,2011-11-28,11,18,340.34722222222223,715,2776,1808,1,2,1,1_2_1
12900,2010-10-13,422,1,340.33,4363,2751,1809,2,2,1,2_2_1
16588,2010-11-18,386,4,340.32,4058,2748,1810,2,2,1,2_2_1
15326,2011-01-10,333,5,340.104,3800,2703,1811,2,2,1,2_2_1
16400,2011-09-06,94,9,339.98333333333335,2641,2701,1812,1,2,1,1_2_1
13376,2011-09-01,99,3,339.92,2681,2679,1813,2,2,1,2_2_1
